identity,file,location,condition_feature,statement_feature,vector
"(438782, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vauth/ntlm.c'],74:5:2274:2303,"[u'Identifier', u'Identifier', u'BitAndExpression']","[u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"(438796, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vauth/ntlm.c'],72:5:2181:2214,"[u'Identifier', u'Identifier', u'BitAndExpression']","[u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"(438861, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vauth/ntlm.c'],145:8:5210:5218,"[u'Identifier', u'IncDec', u'IncDecOp', u'PrimaryExpression', u'RelationalExpression']","[u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'CastTarget', u'UnaryOperator', u'Identifier', u'IncDec', u'IncDecOp', u'UnaryOp', u'CastExpression', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
"(438887, '')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vauth/ntlm.c'],,[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"(439200, u'False')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vauth/ntlm.c'],311:5:10285:10328,"[u'Identifier', u'Identifier', u'PtrMemberAccess', u'Identifier', u'BitAndExpression']","[u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'Identifier', u'Identifier', u'PtrMemberAccess', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Identifier', u'Callee', u'Identifier', u'Argument', u'Identifier', u'Identifier', u'PtrMemberAccess', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'CastTarget', u'Identifier', u'Identifier', u'PtrMemberAccess', u'CastExpression', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 22, 0, 0, 0, 0, 0, 0, 0, 7, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 7]"
"(439757, '')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vauth/ntlm.c'],,[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"(440471, u'False')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vauth/ntlm.c'],647:7:21210:21215,[u'Identifier'],"[u'Identifier', u'Callee', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Identifier', u'Identifier', u'AdditiveExpression', u'AssignmentExpr', u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'Identifier', u'Callee', u'Identifier', u'Identifier', u'PtrMemberAccess', u'Argument', u'ArgumentList', u'CallExpression', u'Argument', u'Identifier', u'Identifier', u'PtrMemberAccess', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'Identifier', u'Identifier', u'PtrMemberAccess', u'Argument', u'ArgumentList', u'CallExpression', u'Condition', u'Identifier', u'Callee', u'Identifier', u'PrimaryExpression', u'EqualityExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Identifier', u'Identifier', u'AdditiveExpression', u'AssignmentExpr', u'Identifier', u'Callee', u'Identifier', u'CastTarget', u'Identifier', u'CastExpression', u'EqualityExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'CastTarget', u'UnaryOperator', u'Identifier', u'Identifier', u'ArrayIndexing', u'UnaryOp', u'CastExpression', u'Argument', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'PrimaryExpression', u'AssignmentExpr', u'Identifier', u'Identifier', u'PrimaryExpression', u'AdditiveExpression', u'AssignmentExpr', u'Condition', u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Condition', u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Condition', u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'PrimaryExpression', u'ArrayIndexing', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Identifier', u'Identifier', u'AdditiveExpression', u'AssignmentExpr', u'Identifier', u'Callee', u'Identifier', u'Argument', u'CastTarget', u'UnaryOperator', u'Identifier', u'Identifier', u'ArrayIndexing', u'UnaryOp', u'CastExpression', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 50, 3, 0, 0, 0, 0, 0, 0, 12, 25, 0, 0, 0, 0, 3, 0, 0, 4, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 4, 5, 2, 0, 0, 12]"
"(466955, '')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vtls/gtls.c'],,[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"(504183, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vtls/polarssl_threadlock.c'],109:7:3063:3065,[u'Identifier'],"[u'PrimaryExpression', u'Identifier', u'Callee', u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
"(504247, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vtls/polarssl_threadlock.c'],134:7:3738:3740,[u'Identifier'],"[u'PrimaryExpression', u'Identifier', u'Callee', u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
"(578669, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmjsoncpp/src/lib_json/json_reader.cpp'],875:6:24629:24631,"[u'UnaryOperator', u'Identifier', u'UnaryOp']","[u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'Identifier', u'Identifier', u'MemberAccess', u'Callee', u'ArgumentList', u'CallExpression', u'Identifier', u'MemberAccess', u'Callee', u'ArgumentList', u'CallExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]"
"(683655, u'False')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_disk_windows.c'],1590:6:46164:46206,"[u'Identifier', u'Identifier', u'Callee', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'AssignmentExpr', u'Identifier', u'EqualityExpression']","[u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'Identifier', u'Identifier', u'PtrMemberAccess', u'Condition', u'PrimaryExpression', u'PrimaryExpression', u'ConditionalExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Identifier', u'PtrMemberAccess', u'Identifier', u'AssignmentExpr']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1]"
"(683712, u'False')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_disk_windows.c'],1581:6:45910:45953,"[u'Identifier', u'Identifier', u'Callee', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'AssignmentExpr', u'Identifier', u'EqualityExpression']","[u'Identifier', u'Identifier', u'PtrMemberAccess', u'Identifier', u'AssignmentExpr', u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'Identifier', u'Identifier', u'PtrMemberAccess', u'Condition', u'PrimaryExpression', u'PrimaryExpression', u'ConditionalExpression', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1]"
"(761165, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_iso9660.c'],2081:12:65016:65060,"[u'UnaryOperator', u'Identifier', u'Identifier', u'AdditiveExpression', u'UnaryOp', u'PrimaryExpression', u'EqualityExpression']","[u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
"(761201, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_iso9660.c'],2077:12:64846:64885,"[u'UnaryOperator', u'Identifier', u'Identifier', u'AdditiveExpression', u'UnaryOp', u'PrimaryExpression', u'EqualityExpression']","[u'Identifier', u'Callee', u'Identifier', u'Argument', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
"(761237, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_iso9660.c'],2073:12:64668:64711,"[u'UnaryOperator', u'Identifier', u'Identifier', u'AdditiveExpression', u'UnaryOp', u'PrimaryExpression', u'EqualityExpression']","[u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
"(761273, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_iso9660.c'],2069:12:64474:64530,"[u'Identifier', u'Callee', u'Identifier', u'Identifier', u'AdditiveExpression', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'PrimaryExpression', u'EqualityExpression']","[u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
"(761314, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_iso9660.c'],2065:5:64328:64347,"[u'Identifier', u'Identifier', u'BitAndExpression', u'PrimaryExpression', u'EqualityExpression']","[u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
"(768161, '')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_iso9660.c'],,[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"(830019, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_xar.c'],1894:5:45820:45843,"[u'Identifier', u'Identifier', u'PtrMemberAccess', u'Identifier', u'EqualityExpression']","[u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Identifier', u'PtrMemberAccess', u'Identifier', u'AssignmentExpr', u'Identifier', u'Identifier', u'PtrMemberAccess', u'Identifier', u'Identifier', u'PtrMemberAccess', u'AssignmentExpr']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 1]"
"(830154, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_xar.c'],1917:6:46317:46340,"[u'Identifier', u'Identifier', u'PtrMemberAccess', u'Identifier', u'EqualityExpression']","[u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Identifier', u'PtrMemberAccess', u'Identifier', u'Identifier', u'PtrMemberAccess', u'AssignmentExpr']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1]"
